gvkey,conm,cusip,fyear,naicsh,sich,emp,at,revt,oibdp,ni,xrd,xsga,xlr,lt,ceq,capx,che,prcc_f,csho,mktcap,mktcap_rank,r2000_proxy,naicsh_str,tech,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,total_petitions,total_approvals,total_denials,approval_rate,h1b_employer,h1b_user_pre,h1b_user,post_baha,h1b_user_x_post,operating_margin,roa,rd_intensity,log_emp,log_revt,h1b_intensity
16401,CIRRUS LOGIC INC,172755100,2021,334413,3674.0,1.591,2123.4,1781.46,432.291,326.355,406.307,548.611,,523.583,1599.817,26.139,380.415,84.79,56.596,4798.77484,1770.0,1,334413,1,CIRRUS LOGIC INC,0.0,0.0,6.0,0.0,6.0,6.0,0.0,1.0,CIRRUS LOGIC INC,1,1,1,1,0.2426610757468593,0.15369454648205708,0.228075286562707,0.4643627493556498,7.485188531804765,0.003771213073538655
16597,LATTICE SEMICONDUCTOR CORP,518415104,2021,334413,3674.0,0.856,726.494,515.327,118.441,95.922,110.518,215.234,,314.861,411.633,9.835,131.57,77.06,137.239,10575.63734,1083.0,1,334413,1,LATTICE SEMICONDUCTOR CORPORATION,1.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,LATTICE SEMICONDUCTOR CORPORATION,1,1,1,1,0.22983658919482194,0.13203412553992186,0.21446188536599092,-0.15548490284039498,6.24480165062366,0.004672897196261682
16738,HOUGHTON MIFFLIN HARCOURT CO,44157R109,2021,511130,2731.0,2.3,1974.28,1050.802,142.682,213.578,,445.66,,1643.856,330.424,39.093,463.131,16.1,127.691,2055.8251,2768.0,1,511130,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.13578390600703083,0.10818019733776364,,0.8329091229351039,6.957308961121336,0.0
17001,FUBOTV INC,35953D104,2021,518210,7370.0,0.53,1369.778,638.35,-317.739,-382.837,60.513,307.285,,698.897,682.101,5.054,374.873,15.52,153.951,2389.31952,2588.0,1,518210,1,FUBOTV INC,2.0,0.0,12.0,0.0,14.0,14.0,0.0,1.0,FUBOTV INC,0,1,1,0,-0.4977504503798856,-0.27948835504731423,0.09479595833006971,-0.6348782724359695,6.45888672226636,0.026415094339622643
18036,VISTANCE NETWORKS INC,20337X109,2021,334220,3663.0,30.0,13259.5,8586.7,1025.9,-462.6,683.2,1826.8,,12360.0,-156.6,131.4,360.3,11.04,204.567,2258.41968,2654.0,1,334220,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.11947546787473651,-0.03488819337079076,0.07956490852131785,3.4011973816621555,9.057969773530223,0.0
18487,MANDIANT INC,562662106,2021,541512,7373.0,2.335,3651.187,483.455,-240.934,916.141,166.893,525.046,,1700.543,1531.24,25.536,2193.797,17.54,229.388,4023.46552,1979.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.4983586890196606,0.2509159350096284,0.3452089646399355,0.8480118911208606,6.180958239207237,0.0
18683,SCIENCE APPLICATIONS INTL CP,808625107,2021,541512,7373.0,26.0,5746.0,7394.0,682.0,277.0,4.0,342.0,,4117.0,1619.0,36.0,111.0,82.03,56.0,4593.68,1816.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,1,0.09223694887746822,0.04820744865993735,0.0005409791723018664,3.258096538021482,8.908424139496578,0.0
18869,WIX COM LTD,M98068105,2021,518210,7370.0,5.057,2059.787,1269.657,-297.973,-117.209,424.937,1084.751,,1914.072,145.715,37.7,1326.569,157.79,57.254,9034.10866,1189.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.2346877936324535,-0.05690345652244626,0.33468645468815594,1.620773422097846,7.146502064234649,0.0
18899,TANDEM DIABETES CARE INC,875372203,2021,334510,3845.0,2.0,905.137,702.799,36.498,15.566,92.054,353.562,,472.025,433.112,14.18,623.811,150.52,63.833,9608.14316,1142.0,1,334510,1,TANDEM DIABETES CARE INC,1.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,TANDEM DIABETES CARE INC,0,1,1,0,0.05193234480982471,0.017197396637194152,0.13098197350878416,0.6931471805599453,6.555070933432021,0.002
19044,VARONIS SYSTEMS INC,922280102,2021,511210,7372.0,2.065,1108.537,390.134,-87.806,-116.861,137.882,429.429,,511.944,596.593,10.49,807.611,48.78,107.509,5244.28902,1675.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.2250662592852712,-0.10541912448569601,0.3534221575151102,0.7251302264129961,5.966490269853844,0.0
19518,KNOWLES CORP,49926D109,2021,334419,3670.0,7.0,1731.6,868.1,182.8,150.4,92.8,223.3,,272.1,1459.5,48.6,68.9,23.35,91.895,2145.74825,2714.0,1,334419,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,1,0.21057481856928925,0.08685608685608687,0.10690012671351226,1.9459101490553132,6.766306915397762,0.0
19649,SABRE CORP,78573M104,2021,518210,7370.0,7.583,5291.33,1688.875,-409.046,-928.469,,1633.905,,5791.047,-508.94,54.302,999.391,8.59,323.501,2778.87359,2422.0,1,518210,1,SABRE SYSTEMS INC,0.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,SABRE SYSTEMS INC,0,1,1,0,-0.24220028125231294,-0.17546987241392997,,2.0259088997187984,7.4318179057801235,0.0005274957140973229
19877,Q2 HOLDINGS INC,74736L109,2021,518210,7370.0,2.028,1385.045,498.72,-18.055,-112.746,116.952,280.431,,814.749,570.296,19.754,430.699,79.44,56.928,4522.36032,1841.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.03620267885787616,-0.08140240930800081,0.2345043310875842,0.7070500857289368,6.212044816019027,0.0
19908,FIVE9 INC,338307101,2021,518210,7370.0,2.138,1192.942,609.591,1.698,-53.0,106.897,367.776,,981.81,211.132,42.216,469.858,137.32,68.488,9404.77216,1154.0,1,518210,1,FIVE9 INC,1.0,0.0,12.0,0.0,13.0,13.0,0.0,1.0,FIVE9 INC,0,1,1,0,0.002785474194993036,-0.04442797721934511,0.17535856008372827,0.7598708126028534,6.412788240483923,0.00608044901777362
20088,BOX INC,10316T104,2021,518210,7370.0,2.172,1392.009,874.332,55.904,-41.459,218.523,650.192,,1299.216,-395.087,4.702,586.888,26.13,142.028,3711.19164,2069.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.06393909864902578,-0.0297835718016191,0.24993137618204525,0.7756484020716891,6.773460166226195,0.0
20801,KINAXIS INC,49448Q109,2021,518210,7370.0,1.152,520.269,250.726,22.328,-1.165,57.424,152.632,183.338,199.051,321.218,33.833,233.388,142.455,27.463,3912.241665000001,2010.0,1,518210,1,KINAXIS CORP,2.0,0.0,4.0,0.0,6.0,6.0,0.0,1.0,KINAXIS CORP,0,1,1,0,0.08905338895846461,-0.002239226246422524,0.22903089428300216,0.14149956227369942,5.524360709399861,0.005208333333333333
21002,CYBERARK SOFTWARE LTD,M2682V108,2021,511210,7372.0,2.14,1693.202,502.917,-63.349,-83.946,142.121,486.489,,966.69,726.512,8.928,926.428,173.28,40.042,6938.477760000001,1419.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.12596313109320226,-0.04957825469140717,0.28259335039380257,0.7608058290337602,6.220425146543743,0.0
21238,VICOR CORP,925815102,2021,334419,3679.0,1.027,477.205,359.364,67.307,56.625,53.114,122.598,,53.3,423.599,47.761,227.633,126.98,43.913,5576.07274,1607.0,1,334419,1,VICOR CORPORATION,8.0,0.0,8.0,0.0,16.0,16.0,0.0,1.0,VICOR CORPORATION,1,1,1,1,0.18729477632706673,0.11865969551869741,0.1478000022261551,0.026641930946421092,5.884335802387507,0.01557935735150925
21916,NEVRO CORP,64157F103,2021,334510,3845.0,0.945,574.544,386.905,-86.052,-131.36,47.665,356.976,,270.928,303.616,12.34,362.027,81.07,35.027,2839.63889,2389.0,1,334510,1,NEVRO CORP,0.0,0.0,5.0,0.0,5.0,5.0,0.0,1.0,NEVRO CORP,0,1,1,0,-0.22241118620850084,-0.22863349021136767,0.12319561649500524,-0.05657035148839435,5.958179184858941,0.005291005291005291
22000,WORKIVA INC,98139A105,2021,518210,7370.0,2.106,786.759,443.285,-23.711,-37.73,115.735,367.671,,713.78,72.979,3.534,530.446,130.49,51.445,6713.058050000001,1435.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.05348929018577213,-0.04795623564522299,0.2610848551157833,0.7447904137117837,6.094212904047908,0.0
23224,ESCO TECHNOLOGIES INC,296315104,2021,334515,3825.0,2.822,1577.345,715.44,128.408,63.496,15.4,163.507,,557.649,1019.696,26.705,56.232,77.0,26.061,2006.697,2798.0,1,334515,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,1,0.1794811584479481,0.04025498543438499,0.02152521525215252,1.0374458534306223,6.572897738037926,0.0
23249,LUMENTUM HOLDINGS INC,55024U109,2021,334210,3576.0,5.618,3551.6,1742.8,502.1,397.3,214.5,439.5,,1578.8,1972.8,84.8,1946.0,82.03,73.0,5988.1900000000005,1540.0,1,334210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.28809960982327293,0.1118650748958216,0.12307780582969934,1.725975728682052,7.463248294243287,0.0
23818,EVOLENT HEALTH INC,30050B101,2021,511210,7372.0,3.5,1419.458,907.957,48.932,-37.601,15.5,201.474,,725.825,693.633,24.983,341.965,27.67,89.221,2468.7450700000004,2556.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.05389242001548532,-0.026489688317653637,0.017071293023788573,1.252762968495368,6.811197020651729,0.0
24071,APPFOLIO INC,03783C100,2021,518210,7370.0,1.6,408.017,359.37,18.067,1.028,65.98,197.359,,110.636,297.381,8.103,122.447,121.06,34.825,4215.914500000001,1910.0,1,518210,1,APPFOLIO INC,16.0,0.0,17.0,0.0,33.0,33.0,0.0,1.0,APPFOLIO INC,0,1,1,0,0.05027409076995854,0.002519502863851261,0.18359907616105964,0.47000362924573563,5.884352498411349,0.020625
24083,VERTEX INC,92538J106,2021,518210,7370.0,1.3,670.207,425.548,46.728,-1.479,44.018,249.219,,440.123,230.084,33.386,73.333,15.87,149.093,2366.10591,2600.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.10980664930865613,-0.002206780890083213,0.10343839002885691,0.26236426446749106,6.053377750111667,0.0
24135,ALARM.COM HOLDINGS INC,011642105,2021,518210,7370.0,1.5,1232.015,748.969,92.556,52.259,177.713,351.754,,605.96,613.167,11.062,710.621,84.81,50.259,4262.46579,1894.0,1,518210,1,ALARM.COM INCORPORATED,5.0,0.0,19.0,0.0,24.0,24.0,0.0,1.0,ALARM.COM INCORPORATED,1,1,1,1,0.12357787839016032,0.04241750303364813,0.23727684323383208,0.4054651081081644,6.618697594142668,0.016
24352,PROGRESS SOFTWARE CORP,743312100,2021,511210,7372.0,2.103,1363.537,531.313,178.921,78.42,103.338,294.356,297.698,951.048,412.489,4.654,157.373,48.45,44.146,2138.8737,2718.0,1,511210,1,PROGRESS SOFTWARE CORPORATION,2.0,0.0,15.0,1.0,18.0,17.0,1.0,0.9444444444444444,PROGRESS SOFTWARE CORPORATION,1,1,1,1,0.33675253569929586,0.05751219072163058,0.1944955233544069,0.7433648967205628,6.275351301442892,0.008083689966714217
24501,RAPID7 INC,753422104,2021,511210,7372.0,2.353,1296.011,535.404,-79.353,-146.334,160.779,467.293,,1422.006,-125.995,9.01,223.432,117.69,57.695,6790.12455,1427.0,1,511210,1,RAPID7 LLC,2.0,0.0,21.0,0.0,23.0,23.0,0.0,1.0,RAPID7 LLC,0,1,1,0,-0.14821144406840442,-0.11291107868683214,0.3002947307080261,0.8556911097452256,6.283021602108026,0.009774755631109222
25274,UNIVERSAL DISPLAY CORP,91347P105,2021,334413,3674.0,0.417,1466.919,553.525,269.606,184.213,99.673,188.205,,367.005,1099.912,43.161,663.187,165.03,47.7,7871.931,1298.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,1,0.4870710446682625,0.1255781675743514,0.18006955422067658,-0.8746690571833357,6.316306918247026,0.0
25529,VIZIO HOLDING CORP,92858V101,2021,334310,3651.0,0.8,935.8,2124.0,-24.7,-39.4,34.2,353.1,,605.2,330.6,4.4,331.6,19.43,190.024,3692.16632,2077.0,1,334310,1,VIZIO INC,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,VIZIO INC,0,1,1,0,-0.011629001883239171,-0.04210301346441547,0.01610169491525424,-0.2231435513142097,7.66105638236183,0.00125
25756,EVERPURE INC,74624M102,2021,334112,3572.0,4.2,3135.315,2180.848,-12.1,-143.259,581.935,1567.77,,2380.979,754.336,102.287,1413.272,26.49,292.633,7751.848169999999,1312.0,1,334112,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.005548300477612378,-0.0456920596495089,0.26683886268093876,1.4350845252893227,7.687469070971506,0.0
26123,NOVOCURE LIMITED,G6674U108,2021,334510,3845.0,1.167,1139.495,535.031,-34.082,-58.351,201.303,464.487,,729.001,410.494,24.17,938.507,75.08,103.971,7806.14268,1304.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.06370098181226883,-0.051207771863851975,0.37624548857916645,0.15443635330441896,6.2823246891425555,0.0
26746,NUTANIX INC,67059N108,2021,518210,7370.0,6.08,2277.496,1394.364,-564.989,-1034.26,556.95,1759.229,,3289.537,-1012.041,58.647,1213.729,36.02,214.21,7715.844200000001,1318.0,1,518210,1,NUTANIX INC,38.0,0.0,151.0,2.0,191.0,189.0,2.0,0.9895287958115183,NUTANIX INC,0,1,1,0,-0.4051947698018595,-0.4541215440114933,0.3994294172827182,1.8050046959780757,7.240193676316594,0.031085526315789473
27387,IMPINJ INC,453204109,2021,334413,3674.0,0.332,315.537,190.283,-31.386,-51.26,64.058,134.942,,326.613,-11.076,16.23,193.346,88.7,24.737,2194.1719,2692.0,1,334413,1,IMPINJ INC,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,IMPINJ INC,0,1,1,0,-0.1649437942433113,-0.16245321467846877,0.33664594314783775,-1.1026203100656484,5.248512437679021,0.0030120481927710845
27794,WOLFSPEED INC,97785W106,2021,334413,3674.0,3.466,3446.8,525.6,-79.0,-523.9,177.8,351.0,,1330.3,2116.5,570.5,1154.6,97.93,115.691,11329.61963,1045.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.15030441400304415,-0.1519960543112452,0.3382800608828006,1.2430011912934145,6.2645404671704,0.0
27810,LIVANOVA PLC,G5509L101,2021,334510,3845.0,3.0,2200.951,1035.365,102.056,-135.818,183.414,647.291,,906.306,1294.645,25.478,207.992,87.43,53.263,4656.78409,1798.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.09857006949240123,-0.061708779523033455,0.17714912132436386,1.0986122886681098,6.942509300535435,0.0
28084,COUPA SOFTWARE INC,22266L106,2021,518210,7370.0,3.076,3193.179,725.289,-95.002,-379.039,166.486,603.503,,2287.517,893.578,13.853,729.491,134.27,75.06,10078.3062,1104.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.1309850280370997,-0.11870270974474026,0.22954436093750213,1.1236300516433975,6.5865701961162095,0.0
28139,SANMINA CORP,801056102,2021,334412,3672.0,35.0,4206.719,6756.643,406.013,268.998,20.911,255.448,,2328.091,1878.628,73.296,650.026,38.54,64.307,2478.39178,2548.0,1,334412,1,SANMINA CORPORATION,4.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,SANMINA CORPORATION,1,1,1,1,0.06009093569099329,0.06394484632798149,0.003094880105401455,3.5553480614894135,8.818281448058432,0.00014285714285714287
28195,JABIL INC,466313103,2021,334412,3672.0,238.0,16654.0,29285.0,1944.0,696.0,34.0,1243.0,,14517.0,2136.0,1159.0,1585.0,61.78,144.496,8926.962880000001,1195.0,1,334412,1,JABIL INC,22.0,0.0,28.0,1.0,51.0,50.0,1.0,0.9803921568627451,JABIL INC,0,1,1,0,0.06638210688065563,0.04179176173892158,0.001161003926925047,5.472270673671475,10.284830718523883,0.0002100840336134454
28367,IRHYTHM HOLDINGS INC,450056106,2021,334510,3845.0,1.7,462.967,322.825,-90.101,-101.361,38.671,313.51,,183.452,279.515,28.067,239.131,117.69,29.494,3471.14886,2156.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.27910168047703865,-0.2189378508619405,0.1197893595601332,0.5306282510621704,5.777110380732715,0.0
28384,SAPIENS INTERNATIONAL CORP,G7T16G103,2021,511210,7372.0,4.044,714.993,461.035,88.794,47.171,54.013,122.342,,306.172,406.548,3.786,210.243,34.45,55.065,1896.98925,2876.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.19259709132712266,0.0659740724734368,0.11715596429772142,1.397234301158225,6.13347396202362,0.0
28420,BLACKLINE INC,09239B109,2021,518210,7370.0,1.557,1817.578,425.706,-12.658,-115.161,77.322,359.827,,1463.843,325.036,8.729,1198.703,103.54,58.984,6107.20336,1519.0,1,518210,1,BLACKLINE SYSTEMS INC,1.0,0.0,34.0,0.0,35.0,35.0,0.0,1.0,BLACKLINE SYSTEMS INC,0,1,1,0,-0.02973413576505851,-0.06335959172041035,0.18163239418753788,0.44276089285186127,6.05374896716748,0.0224791265253693
28940,BELDEN INC,077454106,2021,33441,3670.0,,3417.677,2408.1,371.063,63.925,124.66,545.796,,2461.595,955.287,90.982,643.757,65.73,44.975,2956.2067500000003,2341.0,1,33441,1,BELDEN INC,1.0,0.0,5.0,0.0,6.0,6.0,0.0,1.0,BELDEN INC,1,1,1,1,0.15408953116564927,0.01870422512133241,0.05176695319961796,,7.786593333805641,0.0
29133,ITRON INC,465741106,2021,334514,3824.0,6.065,2393.79,1981.572,123.917,-81.255,197.235,497.604,,1251.031,1116.077,34.682,162.579,68.52,45.152,3093.81504,2284.0,1,334514,1,ITRON INC,4.0,0.0,21.0,1.0,26.0,25.0,1.0,0.9615384615384616,ITRON INC,1,1,1,1,0.06253469467675159,-0.03394408030779642,0.09953461191417724,1.8025345423960135,7.591645748079357,0.004122011541632316
29241,VIAVI SOLUTIONS INC,925550105,2021,334210,3576.0,3.6,1961.4,1198.9,241.1,46.1,203.0,542.2,,1186.6,774.8,52.1,703.7,17.66,228.3,4031.778,1975.0,1,334210,1,VIAVI SOLUTIONS INC,0.0,0.0,6.0,0.0,6.0,6.0,0.0,1.0,VIAVI SOLUTIONS INC,1,1,1,1,0.20110100925848692,0.023503619863362905,0.1693218783885228,1.2809338454620642,7.089159748713608,0.0016666666666666668
30170,FLEX LTD,Y2573F102,2021,334412,3672.0,172.648,19325.0,26041.0,1464.0,936.0,,892.0,,15118.0,4129.0,443.0,2964.0,18.55,460.56,8543.388,1238.0,1,334412,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,1,0.05621903920740371,0.0484346701164295,,5.151254839639162,10.167427498042906,0.0
30870,ASPEN TECHNOLOGY INC,29109X106,2021,511210,7372.0,1.897,1454.0,709.376,373.176,319.803,94.229,286.306,,653.243,800.757,1.237,379.853,137.54,67.912,9340.61648,1159.0,1,511210,1,ASPEN TECHNOLOGY INC,8.0,0.0,34.0,1.0,43.0,42.0,1.0,0.9767441860465116,ASPEN TECHNOLOGY INC,1,1,1,1,0.52606234211476,0.21994704264099038,0.13283364534464093,0.6402736909528771,6.564385710360404,0.02214022140221402
31236,APPIAN CORP,03782L101,2021,518210,7370.0,1.798,504.519,369.259,-61.764,-88.641,97.517,332.673,,270.602,233.917,6.058,156.766,65.21,71.462,4660.03702,1797.0,1,518210,1,APPIAN CORPORATION,6.0,0.0,20.0,1.0,27.0,26.0,1.0,0.9629629629629629,APPIAN CORPORATION,0,1,1,0,-0.16726471121895473,-0.17569407693268244,0.26408834991157965,0.5866749360494286,5.911498294844989,0.014460511679644048
31255,TOWER SEMICONDUCTOR LTD,M87915274,2021,334413,3674.0,5.887,2231.241,1508.166,437.221,150.012,85.386,162.607,,615.852,1622.007,313.808,764.646,39.68,108.883,4320.47744,1886.0,1,334413,1,TOWER SEMICONDUCTOR USA INC,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,TOWER SEMICONDUCTOR USA INC,0,1,1,0,0.289902437795309,0.06723254009764074,0.05661578367368048,1.7727465300461243,7.318649622085187,0.00016986580601324953
31564,ACI WORLDWIDE INC,004498101,2021,518210,7370.0,3.61,3158.741,1370.598,356.69,127.791,144.31,381.25,,1913.964,1244.777,20.582,122.059,34.7,115.73,4015.8310000000006,1981.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,1,0.2602440686474079,0.040456308383624996,0.10528980780651949,1.2837077723447896,7.223002419935717,0.0
31607,NATIONAL INSTRUMENTS CORP,636518102,2021,511210,7372.0,7.0,2114.985,1469.681,243.25,89.315,335.986,892.924,,891.288,1223.697,40.975,211.106,43.67,132.294,5777.278980000001,1572.0,1,511210,1,NATIONAL INSTRUMENTS CORPORATION,10.0,1.0,13.0,0.0,24.0,23.0,1.0,0.9583333333333334,NATIONAL INSTRUMENTS CORPORATION,1,1,1,1,0.16551210772950048,0.04222961392161173,0.22861151501584356,1.9459101490553132,7.292800649420678,0.003285714285714286
32530,ALTAIR ENGINEERING INC,021369103,2021,511210,7372.0,3.05,1163.275,535.661,43.036,-8.794,151.049,371.271,,549.294,613.197,7.849,413.743,77.32,79.269,6129.07908,1514.0,1,511210,1,ALTAIR ENGINEERING INC,17.0,0.0,32.0,0.0,49.0,49.0,0.0,1.0,ALTAIR ENGINEERING INC,0,1,1,0,0.0803418580034761,-0.0075596913885366745,0.2819861815588591,1.1151415906193203,6.283501498295339,0.016065573770491802
32641,SAILPOINT TECHNO HLDG,78781P105,2021,518210,7370.0,1.676,1159.84,438.954,-33.805,-61.634,98.255,373.872,,755.601,404.239,4.06,442.164,48.34,93.764,4532.55176,1834.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.07701262546872793,-0.05314008828803973,0.22383894439964094,0.5164100020598913,6.084394623985897,0.0
32884,PAGSEGURO DIGITAL LTD,G68707101,2021,518210,7374.0,6.751,5577.613,1217.765,-111.992,209.297,,422.946,192.811,3692.635,1884.978,174.507,462.532,26.22,327.92,8598.0624,1232.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.09196519853994818,0.03752447507562823,,1.9096906420597335,7.104772490410008,0.0
33232,ZUORA INC,98983V106,2021,518210,7370.0,1.393,441.252,346.738,-69.737,-99.425,83.219,289.849,,270.645,170.607,8.776,215.389,16.63,128.056,2129.57128,2724.0,1,518210,1,ZUORA INC,10.0,0.0,57.0,0.0,67.0,67.0,0.0,1.0,ZUORA INC,0,1,1,0,-0.20112303814407417,-0.22532475773480912,0.24000542196125027,0.3314596947976687,5.848569451530493,0.04809763101220388
33275,SMARTSHEET INC,83200N103,2021,518210,7370.0,2.539,1002.832,550.832,-138.244,-171.097,165.44,589.389,,498.053,504.779,17.269,449.663,62.22,127.81,7952.3382,1288.0,1,518210,1,SMARTSHEET INC,4.0,1.0,25.0,0.0,30.0,29.0,1.0,0.9666666666666667,SMARTSHEET INC,0,1,1,0,-0.2509730734597845,-0.1706138216570672,0.3003456589304906,0.9317703027225415,6.311429862479915,0.011421819614021268
33435,INSPIRE MEDICAL SYSTEM,457730109,2021,334510,3845.0,0.485,295.084,233.394,-38.632,-42.042,37.35,239.965,,66.036,229.048,4.668,214.467,230.06,27.416,6307.32496,1487.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.16552267838933304,-0.14247468517439102,0.1600298208180159,-0.7236063880446539,5.452728012581153,0.0
33759,TENABLE HOLDINGS INC,88025T102,2021,518210,7370.0,1.617,1248.819,541.13,-18.92,-46.677,116.432,469.601,,1033.506,215.313,6.561,512.292,55.07,108.929,5998.72003,1536.0,1,518210,1,TENABLE INC,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,TENABLE INC,0,1,1,0,-0.034963871897695564,-0.037376913708071384,0.21516456304400053,0.48057258059496977,6.293659545728696,0.0012368583797155227
33767,SONOS INC,83570H108,2021,334310,3651.0,1.525,1138.804,1716.744,186.4,158.595,230.078,657.476,,569.762,569.042,45.531,640.101,32.36,126.985,4109.2346,1954.0,1,334310,1,SONOS INC,17.0,0.0,60.0,3.0,80.0,77.0,3.0,0.9625,SONOS INC,0,1,1,0,0.10857763300760044,0.13926452664374203,0.13401998201246082,0.4219944100593749,7.448184752518706,0.050491803278688525
33913,ENDAVA PLC,29260V105,2021,541512,7373.0,8.883,653.549,616.381,122.485,59.996,,111.964,411.2,238.295,415.254,8.443,96.517,113.38,55.718,6317.30684,1484.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.19871637834391392,0.09180030877562356,,2.1841393377875638,6.423865278830719,0.0
34140,MOMENTIVE GLOBAL INC,60878Y108,2021,518210,7370.0,1.6,939.924,443.786,-64.009,-123.249,139.262,452.623,,585.45,354.474,0.735,305.796,21.15,150.398,3180.9176999999995,2258.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.1442339325711041,-0.13112655916861363,0.31380440122040804,0.47000362924573563,6.095342464259591,0.0
34236,ANAPLAN INC,03272L108,2021,518210,7370.0,2.2,832.635,592.176,-172.199,-203.599,153.484,636.545,,569.934,262.701,24.113,299.371,48.28,149.089,7198.01692,1385.0,1,518210,1,ANAPLAN INC,12.0,0.0,60.0,0.0,72.0,72.0,0.0,1.0,ANAPLAN INC,0,1,1,0,-0.2907902380373403,-0.2445237108697088,0.25918645808003027,0.7884573603642703,6.383803887997218,0.03272727272727273
34243,ELASTIC NV,N14506104,2021,511210,7372.0,2.978,1642.931,862.374,-146.32,-203.848,273.761,790.948,,1227.498,415.433,2.485,863.637,76.14,94.175,7170.4845,1391.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.1696711635554875,-0.12407581328735048,0.31745043333866746,1.0912519342618172,6.759689051277254,0.0
34300,VERRA MOBILITY CORP,92511U102,2021,518210,7374.0,1.433,1837.056,550.59,242.927,41.449,,109.455,,1577.092,259.964,24.998,104.432,15.43,156.079,2408.2989700000003,2578.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.44121215423454835,0.022562730804069116,,0.3597701488460348,6.3109904305384905,0.0
34342,AXONICS INC,05465P101,2021,334510,3845.0,0.517,547.945,180.29,-55.528,-80.067,37.297,173.131,,65.507,482.438,2.261,220.878,56.0,46.33,2594.48,2488.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,-0.30799267846247713,-0.14612232979587364,0.20687226135670309,-0.6597124044737079,5.194566665554109,0.0
34693,TINGO INC,88749T107,2021,518210,7370.0,,1693.36,865.838,312.537,-39.026,,269.122,,1097.04,596.32,0.0,128.367,4.39,1270.016,5575.37024,1609.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0.3609647532217343,-0.023046487456890447,,,6.763697824088631,0.0
